title,#,author,reviewer,reviewer link,reviewer ID,editor (internal use),isbn,hide_ibooks,book_seamus_id,author_seamus_id,review_seamus_id,tags,genre (internal use),text,random numbers
The Good Lord Bird,61,James McBride,Barrie Hardymon,,<em>Weekend Edition</em> staff,Rose,1594486344,,189562779,212588754,213463031,"Realistic Fiction, For History Lovers, Book Club Ideas, Historical Fiction, NPR Staff Picks, Seriously Great Writing",Historical Fiction,"You may know the story of John Brown's unsuccessful raid on Harpers Ferry, but author James McBride's retelling of the events leading up to it is so imaginative, and at times comic, you'll race to the finish. The tale is told by a young slave from the Kansas Territory, Henry Shackleford, who's around 12 when he's freed by Brown &mdash; who mistakes him for a girl. It's an error that goes uncorrected, and Henry, dubbed ""Little Onion"" by his new companion, finds the disguise useful as he travels with Brown and his men. Onion meets more than one historical character on his journey &mdash; there's even an outlandish vignette starring a drunken Frederick Douglass. But through Onion's eyes, it's the famed abolitionist he calls ""Old Man"" who really comes alive &mdash; radical and obsessive, and ultimately doomed. </p><p><em>This book was also the winner of the 2013 National Book Award for fiction.</em></p> ",
Gorgeous,149,Paul Rudnick,Alaya Dawn Johnson,http://www.alayadawnjohnson.com/,"author, most recently of <em>The Summer Prince</em>",Petra,0545464269,TRUE,180608797,180609143,,"Young Adult, Funny Stuff",YA,"As a writer who knows just how much sweat goes into making even a single joke flow from the page, I can only step back in admiration when someone writes an entire book that makes me laugh my head off. <em>Gorgeous</em> is bizarre, improbable and utterly hilarious, which Paul Rudnick pulls off with the did-he-really-do-that? flair of one of the designer dresses lovingly strewn across these pages. And yet, even choking on various warm beverages did not prevent me from rooting for Becky Randle, who discovers that magically becoming the most beautiful girl in the world doesn’t fix her life after all. ",0.001904311
Relish: My Life In The Kitchen,58,Lucy Knisley,Glen Weldon,http://www.npr.org/people/137817249/glen-weldon,author of <em>Superman: The Unauthorized Biography</em>,Beth/Petra,1596436239,,176923493,,176568118,"Comics & Graphic Novels, Cookbooks & Food, Biography & Memoir, Rather Short, Funny Stuff",Graphic Novel,"Lucy Knisley’s comic memoir <em>Relish</em> contains a series of stories from her life in the culinary world interspersed with some of her favorite recipes, all of it lovingly illustrated and annotated in her bright, cartoony style. That style is key to the book’s appeal, because Knisley isn't a food hipster &mdash; she’s a food nerd. Which is to say: She doesn't lecture; she enthuses. <em>Relish</em> isn't an excuse to lord her expertise over others. It's a means to connect with them, to get them to understand why she loves what she loves &mdash; and, maybe, to get them to love it, too.",0.007747754
The Encyclopedia Of Early Earth: A Graphic Novel,55,Isabel Greenberg,Glen Weldon,http://www.npr.org/people/137817249/glen-weldon,author of <em>Superman: The Unauthorized Biography</em>,Beth/Petra,0316225819,,243017207,,,"Comics & Graphic Novels, Love Stories, Science Fiction & Fantasy, Funny Stuff, Rather Short, Seriously Great Writing, For Art Lovers, The Dark Side",Graphic Novel,"Not so much an encyclopedia as a compendium of funny, sad and surprisingly moving fables from the pre-history of the world, featuring capricious bird-gods, feckless shamans, daring quests and, of course, unrequited love. Isabel Greenberg’s hugely imaginative and sardonically funny mythscapes intersect biblical tales at oblique angles, and her bold visual style captures everything from the most astonishing spectacle (i.e., the roiling chaos of world-creation) to the achingly small and human (i.e., a disapproving glance) with wit and expressiveness. ",0.013717339
Amy Falls Down: A Novel,47,Jincy Willett,Nancy Pearl,http://www.nancypearl.com/,librarian and book critic,Beth/Petra,1250028272,,243069889,,,"Realistic Fiction, Funny Stuff",Fiction,"In this humorous sequel to <em>The Writing Class</em> (but it’s not at all necessary to read it first), Amy Gallup (who taught the aspiring would-be authors in the previous novel) is still in the midst of a long writer’s block. Early in the morning on the day that she’s expecting a visit from a journalist doing a ""where are they now"" story on once well-known writers, she stumbles while walking in her garden and hits her head on a concrete birdbath. After the fall (of which Amy has no recollection), her entire personality undergoes a major alteration and, as a result of the interview, she becomes the toast of literati everywhere.  Her experiences at writing conferences, academic forums, and meetings with fans are hilarious to read about but sadly all too true. I found myself laughing out loud and nodding in full agreement with much of what Amy says. And if you enjoy this, don’t miss Jincy Willett’s equally sharp and pointed first novel, <em>Winner of the National Book Award.</em>. ",0.021623017
Chasing Utopia: A Hybrid,170,Nikki Giovanni,"Amita 
Parashar ",,<em>Tell Me More staff</em>,Camila,0688156975,,244796202,241605794,,"Poetry & Short Stories, NPR Staff Picks, Rather Short, Seriously Great Writing",Poetry,"At 70 years old, poet Nikki Giovanni is loved around the world for her beautiful writing about home, family and food. <em>Chasing Utopia</em> sounds existential and distant, but the title actually refers to her very real search for an exclusive &mdash; an elusive &mdash; beer. I love that she keeps some humor in the book of poetry and essays, even as she says her mother's death allowed her to dig deep into the dark parts of her past. My favorite poem in the book is “Podcast for Bicycles,” which you’ll love even if you didn’t major in English. ",0.041142895
Snapper,43,Brian Kimberling,Nancy Pearl,http://www.nancypearl.com/,librarian and book critic,Beth/Petra,0307908054,,176582319,,177956635,"Realistic Fiction, Love Stories, Funny Stuff, Seriously Great Writing, Book Club Ideas, Poetry & Short Stories
",Fiction,"Humor, tragedy and beautiful writing mark this series of stories chronicling events in the first three decades or so of professional bird-watcher Nathan Lochmueller’s life. Here’s a good example of his prose, in which Lochmueller compares the ovenbird with the Kentucky warbler: ""The Kentucky warbler is more sadistic [than the ovenbird]. She doesn’t feign injury, but she leads you away from the nest until you are ankle deep in mud or rattlesnakes or both."" The cumulative effect of these stories is the realization that although we don’t always get what we want, we somehow end up wanting the things we’ve gotten. Hey, isn’t there a Rolling Stones song that says much the same thing?
",0.06571158
The New Persian Kitchen,156, Louisa Shafia,T. Susan Chang,http://tsusanchang.wordpress.com/,"food writer, cookbook reviewer and author of the CookShelf app",Beth,1607743574,,218216261,210540704,,Cookbooks & Food,Cookbook,"The rise of Middle Eastern cookbooks in the last decade has benefited few cuisines more than that of Iran. Once-scarce ingredients like pomegranates and sumac are now relatively simple to source, and Louisa Shafia's fresh, streamlined compositions spill over with bright and sour notes. You can protest, and you can try to refuse, but I bet in the end you will not be able to leave even one piece of lamb pomegranate-walnut kebab aside for tomorrow.",0.069291443
Diary Of Edward The Hamster 1990-1990,19,Miriam Elia And Ezra Elia,Heller McAlpin,,book critic,Rose,0399165975,,243293599,,,"Funny Stuff, Rather Short, The Dark Side",Fiction,"In succinct diary entries set against stark white on black drawings, Edward, a depressive, philosophical hamster who makes Schopenhauer seem cheerful, rails against the emptiness of a life limited to his exercise wheel, seeds and water, and questions the very meaning of existence. ""IS THERE NOTHING ELSE?!"" he asks in despair. Even his diary fails to comfort him. ""Why write?"" he laments. ""Life is a cage of empty words."" Love provides some solace, but it's all too fleeting. This penetrating, endearing little book cracks open the cage of existential woe with humor and charm.",0.073150676
Submergence: A Novel,35,J.M. Ledgard ,Alan Cheuse,,"critic and author, most recently of <em>Paradise, Or, Eat Your Face: A Trio of Novellas</em>",Rose,1566893194,,243291208,,176368223,"Realistic Fiction, Mysteries & Thrillers, The Dark Side, Love Stories, Tales From Around The World",Fiction,"James More, a British secret agent, has been captured by a Somali desert affiliate of al-Qaida. He is sustained in his captivity by the memory of a brief affair in a hotel on the cold coast of Atlantic-facing France with a scientist named Danielle, who studies currents and life on the ocean floor. We get to study these lovers, both apart and together, and the result is luminescent with joy and hope, and muddied by grief. It’s a lyrical thriller about revolt, love, deserts, oceans, lust and terror.",0.080517516
The Autumn Bride,125,Anne Gracie,Bobbi Dumas,http://www.readaromancemonth.com/,"freelance writer, book reviewer and founder of Read-A-Romance Month",Camila,0425259250,,243276445,,,"Love Stories, Family Matters, For History Lovers",Romance,"After rescuing her abducted sister and two others from a brothel, Abigail Chantry loses her position as a governess. The four women must figure out how to survive with limited skills and no connections. When they discover their elderly neighbor, Lady Bea, is basically a prisoner to her servants, they take over her care and the household. Their actions seem suspicious to Max, Lady Bea's nephew &mdash; so Max and Abigail, who are clearly meant for each other, must overcome mistrust and other obstacles to find happiness. Anne Gracie shines in this historical romance filled with clever plotting and rich, layered characters &mdash; especially luminescent Abigail.",0.081645417
Countdown City: The Last Policeman Book II,86,Ben H. Winters,Nancy Pearl,http://www.nancypearl.com/,librarian and book critic,Beth/Petra,1594746265,,213882263,213871828,,Mysteries & Thrillers,Mystery,"So what would you do if you knew that Earth was going to be destroyed by an asteroid in less than three months? Would you go through your bucket list and do everything you’ve always wanted to do? Would you kill yourself so you won’t have to go through the apocalypse? Or would you, like rookie detective Hank Palace, formerly of the Concord, N.H., Police Department, go on going on, which means, in Hank’s case, agreeing to try to find an old friend’s missing husband, as well as dealing with the residue of family and relationship issues first introduced in the series opener, <em>The Last Policeman.</em> I always appreciate novels that have new and interesting approaches to traditional genres, and Ben H. Winters’ two novels featuring Hank Palace fill the bill.",0.107440617
